A,H,Transmitted,Absorbed,Reflected
0.42,9.3,0.0,0.374,0.626
0.42,9.31,0.0,0.359,0.641
0.42,9.32,0.0,0.347,0.653
0.42,9.33,0.0,0.388,0.612
0.42,9.34,0.0,0.378,0.622
0.42,9.35,0.0,0.395,0.605
0.42,9.36,0.0,0.341,0.659
0.42,9.37,0.0,0.37,0.63
0.42,9.38,0.0,0.342,0.658
0.42,9.39,0.0,0.378,0.622
0.42,9.4,0.0,0.35,0.65
0.42,9.41,0.0,0.354,0.646
0.42,9.42,0.0,0.375,0.625
0.42,9.43,0.0,0.366,0.634
0.42,9.44,0.0,0.353,0.647
0.42,9.45,0.0,0.38,0.62
0.42,9.46,0.0,0.37,0.63
0.42,9.47,0.0,0.385,0.615
0.42,9.48,0.0,0.345,0.655
0.42,9.49,0.0,0.351,0.649
0.42,9.5,0.0,0.347,0.653
0.42,9.51,0.0,0.375,0.625
0.42,9.52,0.0,0.355,0.645
0.42,9.53,0.0,0.368,0.632
0.42,9.54,0.0,0.352,0.648
0.42,9.55,0.0,0.363,0.637
0.42,9.56,0.0,0.351,0.649
0.42,9.57,0.0,0.344,0.656
0.42,9.58,0.0,0.38,0.62
0.42,9.59,0.0,0.349,0.651
0.42,9.6,0.0,0.357,0.643
0.42,9.61,0.0,0.346,0.654
0.42,9.62,0.0,0.395,0.605
0.42,9.63,0.0,0.364,0.636
0.42,9.64,0.0,0.372,0.628
0.42,9.65,0.0,0.369,0.631
0.42,9.66,0.0,0.346,0.654
0.42,9.67,0.0,0.35,0.65
0.42,9.68,0.0,0.378,0.622
0.42,9.69,0.0,0.365,0.635
0.42,9.7,0.0,0.357,0.643
0.42,9.71,0.0,0.367,0.633
0.42,9.72,0.0,0.377,0.623
0.42,9.73,0.0,0.353,0.647
0.42,9.74,0.0,0.352,0.648
0.42,9.75,0.0,0.374,0.626
0.42,9.76,0.0,0.356,0.644
0.42,9.77,0.0,0.36,0.64
0.42,9.78,0.0,0.335,0.665
0.42,9.79,0.0,0.353,0.647
0.42,9.8,0.0,0.34,0.66
0.42,9.81,0.0,0.346,0.654
0.42,9.82,0.0,0.379,0.621
0.42,9.83,0.0,0.361,0.639
0.42,9.84,0.0,0.337,0.663
0.42,9.85,0.0,0.352,0.648
0.42,9.86,0.0,0.338,0.662
0.42,9.87,0.0,0.348,0.652
0.42,9.88,0.0,0.343,0.657
0.42,9.89,0.0,0.351,0.649
0.42,9.9,0.0,0.373,0.627
0.42,9.91,0.0,0.344,0.656
0.42,9.92,0.0,0.367,0.633
0.42,9.93,0.0,0.348,0.652
0.42,9.94,0.0,0.379,0.621
0.42,9.95,0.0,0.332,0.668
0.42,9.96,0.0,0.354,0.646
0.42,9.97,0.0,0.372,0.628
0.42,9.98,0.0,0.376,0.624
0.42,9.99,0.0,0.34,0.66
0.42,10.0,0.0,0.365,0.635
0.43,0.01,0.936,0.006,0.058
0.43,0.02,0.897,0.007,0.096
0.43,0.03,0.869,0.011,0.12
0.43,0.04,0.802,0.018,0.18
0.43,0.05,0.79,0.023,0.187
0.43,0.06,0.746,0.025,0.229
0.43,0.07,0.722,0.039,0.239
0.43,0.08,0.652,0.04,0.308
0.43,0.09,0.619,0.056,0.325
0.43,0.1,0.627,0.052,0.321
0.43,0.11,0.583,0.07,0.347
0.43,0.12,0.574,0.072,0.354
0.43,0.13,0.52,0.064,0.416
0.43,0.14,0.519,0.073,0.408
0.43,0.15,0.484,0.096,0.42
0.43,0.16,0.473,0.093,0.434
0.43,0.17,0.473,0.093,0.434
0.43,0.18,0.431,0.091,0.478
0.43,0.19,0.397,0.128,0.475
0.43,0.2,0.401,0.107,0.492
0.43,0.21,0.37,0.126,0.504
0.43,0.22,0.346,0.12,0.534
0.43,0.23,0.343,0.147,0.51
0.43,0.24,0.335,0.143,0.522
0.43,0.25,0.324,0.147,0.529
0.43,0.26,0.324,0.19,0.486
0.43,0.27,0.319,0.167,0.514
0.43,0.28,0.292,0.149,0.559
0.43,0.29,0.298,0.152,0.55
0.43,0.3,0.254,0.176,0.57
0.43,0.31,0.248,0.174,0.578
0.43,0.32,0.264,0.183,0.553
0.43,0.33,0.249,0.201,0.55
0.43,0.34,0.243,0.183,0.574
0.43,0.35,0.22,0.196,0.584
0.43,0.36,0.227,0.196,0.577
0.43,0.37,0.22,0.221,0.559
0.43,0.38,0.215,0.206,0.579
0.43,0.39,0.191,0.201,0.608
0.43,0.4,0.212,0.189,0.599
0.43,0.41,0.178,0.236,0.586
0.43,0.42,0.155,0.242,0.603
0.43,0.43,0.169,0.234,0.597
0.43,0.44,0.176,0.224,0.6
0.43,0.45,0.155,0.225,0.62
0.43,0.46,0.187,0.225,0.588
0.43,0.47,0.165,0.239,0.596
0.43,0.48,0.126,0.239,0.635
0.43,0.49,0.148,0.234,0.618
0.43,0.5,0.132,0.274,0.594
0.43,0.51,0.12,0.28,0.6
0.43,0.52,0.11,0.259,0.631
0.43,0.53,0.133,0.263,0.604
0.43,0.54,0.108,0.262,0.63
0.43,0.55,0.109,0.261,0.63
0.43,0.56,0.108,0.27,0.622
0.43,0.57,0.118,0.26,0.622
0.43,0.58,0.097,0.296,0.607
0.43,0.59,0.11,0.304,0.586
0.43,0.6,0.095,0.296,0.609
0.43,0.61,0.103,0.29,0.607
0.43,0.62,0.071,0.294,0.635
0.43,0.63,0.08,0.313,0.607
0.43,0.64,0.099,0.301,0.6
0.43,0.65,0.064,0.32,0.616
0.43,0.66,0.055,0.297,0.648
0.43,0.67,0.074,0.305,0.621
0.43,0.68,0.073,0.316,0.611
0.43,0.69,0.065,0.293,0.642
0.43,0.7,0.058,0.318,0.624
0.43,0.71,0.056,0.313,0.631
0.43,0.72,0.064,0.328,0.608
0.43,0.73,0.059,0.287,0.654
0.43,0.74,0.052,0.331,0.617
0.43,0.75,0.062,0.306,0.632
0.43,0.76,0.056,0.32,0.624
0.43,0.77,0.058,0.341,0.601
0.43,0.78,0.042,0.31,0.648
0.43,0.79,0.046,0.314,0.64
0.43,0.8,0.046,0.34,0.614
0.43,0.81,0.038,0.351,0.611
0.43,0.82,0.05,0.325,0.625
0.43,0.83,0.038,0.325,0.637
0.43,0.84,0.062,0.321,0.617
0.43,0.85,0.047,0.316,0.637
0.43,0.86,0.042,0.342,0.616
0.43,0.87,0.041,0.358,0.601
0.43,0.88,0.04,0.316,0.644
0.43,0.89,0.028,0.328,0.644
0.43,0.9,0.044,0.334,0.622
0.43,0.91,0.031,0.335,0.634
0.43,0.92,0.028,0.351,0.621
0.43,0.93,0.023,0.359,0.618
0.43,0.94,0.034,0.322,0.644
0.43,0.95,0.025,0.346,0.629
0.43,0.96,0.021,0.359,0.62
0.43,0.97,0.024,0.315,0.661
0.43,0.98,0.035,0.336,0.629
0.43,0.99,0.021,0.346,0.633
0.43,1.0,0.016,0.336,0.648
0.43,1.01,0.029,0.316,0.655
0.43,1.02,0.024,0.308,0.668
0.43,1.03,0.026,0.332,0.642
0.43,1.04,0.026,0.325,0.649
0.43,1.05,0.011,0.362,0.627
0.43,1.06,0.014,0.354,0.632
0.43,1.07,0.018,0.349,0.633
0.43,1.08,0.019,0.359,0.622
0.43,1.09,0.021,0.362,0.617
0.43,1.1,0.011,0.354,0.635
0.43,1.11,0.015,0.346,0.639
0.43,1.12,0.014,0.356,0.63
0.43,1.13,0.013,0.335,0.652
0.43,1.14,0.022,0.358,0.62
0.43,1.15,0.013,0.357,0.63
0.43,1.16,0.007,0.334,0.659
0.43,1.17,0.011,0.351,0.638
0.43,1.18,0.012,0.347,0.641
0.43,1.19,0.013,0.346,0.641
0.43,1.2,0.012,0.373,0.615
0.43,1.21,0.011,0.349,0.64
0.43,1.22,0.017,0.349,0.634
0.43,1.23,0.009,0.381,0.61
0.43,1.24,0.007,0.333,0.66
0.43,1.25,0.006,0.328,0.666
0.43,1.26,0.008,0.357,0.635
0.43,1.27,0.011,0.321,0.668
0.43,1.28,0.005,0.363,0.632
0.43,1.29,0.008,0.315,0.677
0.43,1.3,0.005,0.352,0.643
0.43,1.31,0.009,0.369,0.622
0.43,1.32,0.009,0.385,0.606
0.43,1.33,0.013,0.364,0.623
0.43,1.34,0.008,0.371,0.621
0.43,1.35,0.005,0.374,0.621
0.43,1.36,0.007,0.34,0.653
0.43,1.37,0.006,0.375,0.619
0.43,1.38,0.008,0.367,0.625
0.43,1.39,0.011,0.358,0.631
0.43,1.4,0.005,0.369,0.626
0.43,1.41,0.005,0.36,0.635
0.43,1.42,0.006,0.341,0.653
0.43,1.43,0.003,0.378,0.619
0.43,1.44,0.007,0.349,0.644
0.43,1.45,0.005,0.353,0.642
0.43,1.46,0.007,0.375,0.618
0.43,1.47,0.006,0.344,0.65
0.43,1.48,0.004,0.37,0.626
0.43,1.49,0.007,0.377,0.616
0.43,1.5,0.003,0.359,0.638
0.43,1.51,0.002,0.343,0.655
0.43,1.52,0.007,0.344,0.649
0.43,1.53,0.002,0.378,0.62
0.43,1.54,0.008,0.387,0.605
0.43,1.55,0.003,0.34,0.657
0.43,1.56,0.0,0.364,0.636
0.43,1.57,0.003,0.372,0.625
0.43,1.58,0.004,0.363,0.633
0.43,1.59,0.004,0.356,0.64
0.43,1.6,0.004,0.359,0.637
0.43,1.61,0.003,0.37,0.627
0.43,1.62,0.004,0.391,0.605
0.43,1.63,0.003,0.345,0.652
0.43,1.64,0.004,0.358,0.638
0.43,1.65,0.002,0.378,0.62
0.43,1.66,0.0,0.339,0.661
0.43,1.67,0.002,0.368,0.63
0.43,1.68,0.003,0.38,0.617
0.43,1.69,0.002,0.35,0.648
0.43,1.7,0.003,0.352,0.645
0.43,1.71,0.002,0.381,0.617
0.43,1.72,0.003,0.34,0.657
0.43,1.73,0.004,0.355,0.641
0.43,1.74,0.004,0.385,0.611
0.43,1.75,0.003,0.361,0.636
0.43,1.76,0.0,0.351,0.649
0.43,1.77,0.005,0.359,0.636
0.43,1.78,0.0,0.364,0.636
0.43,1.79,0.001,0.349,0.65
0.43,1.8,0.0,0.373,0.627
0.43,1.81,0.001,0.373,0.626
0.43,1.82,0.001,0.356,0.643
0.43,1.83,0.001,0.325,0.674
0.43,1.84,0.003,0.374,0.623
0.43,1.85,0.001,0.368,0.631
0.43,1.86,0.001,0.374,0.625
0.43,1.87,0.002,0.383,0.615
0.43,1.88,0.003,0.354,0.643
0.43,1.89,0.001,0.359,0.64
0.43,1.9,0.001,0.348,0.651
0.43,1.91,0.002,0.39,0.608
0.43,1.92,0.001,0.348,0.651
0.43,1.93,0.0,0.335,0.665
0.43,1.94,0.0,0.376,0.624
0.43,1.95,0.002,0.361,0.637
0.43,1.96,0.0,0.373,0.627
0.43,1.97,0.0,0.358,0.642
0.43,1.98,0.0,0.352,0.648
0.43,1.99,0.0,0.363,0.637
0.43,2.0,0.0,0.375,0.625
0.43,2.01,0.001,0.366,0.633
0.43,2.02,0.002,0.399,0.599
0.43,2.03,0.0,0.353,0.647
0.43,2.04,0.0,0.346,0.654
0.43,2.05,0.001,0.378,0.621
0.43,2.06,0.0,0.391,0.609
0.43,2.07,0.0,0.373,0.627
0.43,2.08,0.0,0.376,0.624
0.43,2.09,0.001,0.351,0.648
0.43,2.1,0.001,0.37,0.629
0.43,2.11,0.001,0.344,0.655
0.43,2.12,0.0,0.369,0.631
0.43,2.13,0.0,0.362,0.638
0.43,2.14,0.0,0.363,0.637
0.43,2.15,0.0,0.364,0.636
0.43,2.16,0.0,0.344,0.656
0.43,2.17,0.0,0.356,0.644
0.43,2.18,0.0,0.377,0.623
0.43,2.19,0.0,0.373,0.627
0.43,2.2,0.0,0.344,0.656
0.43,2.21,0.0,0.383,0.617
0.43,2.22,0.0,0.379,0.621
0.43,2.23,0.0,0.37,0.63
0.43,2.24,0.001,0.362,0.637
0.43,2.25,0.0,0.342,0.658
0.43,2.26,0.0,0.343,0.657
0.43,2.27,0.001,0.389,0.61
0.43,2.28,0.0,0.366,0.634
0.43,2.29,0.0,0.362,0.638
0.43,2.3,0.0,0.347,0.653
0.43,2.31,0.0,0.355,0.645
0.43,2.32,0.001,0.347,0.652
0.43,2.33,0.0,0.347,0.653
0.43,2.34,0.001,0.358,0.641
0.43,2.35,0.0,0.357,0.643
0.43,2.36,0.0,0.391,0.609
0.43,2.37,0.0,0.34,0.66
0.43,2.38,0.0,0.396,0.604
0.43,2.39,0.0,0.37,0.63
0.43,2.4,0.0,0.37,0.63
0.43,2.41,0.0,0.364,0.636
0.43,2.42,0.0,0.341,0.659
0.43,2.43,0.0,0.374,0.626
0.43,2.44,0.0,0.348,0.652
0.43,2.45,0.0,0.372,0.628
0.43,2.46,0.0,0.343,0.657
0.43,2.47,0.0,0.345,0.655
0.43,2.48,0.0,0.349,0.651
0.43,2.49,0.0,0.363,0.637
0.43,2.5,0.0,0.373,0.627
0.43,2.51,0.0,0.392,0.608
0.43,2.52,0.0,0.34,0.66
0.43,2.53,0.0,0.362,0.638
0.43,2.54,0.0,0.381,0.619
0.43,2.55,0.0,0.346,0.654
0.43,2.56,0.0,0.363,0.637
0.43,2.57,0.0,0.359,0.641
0.43,2.58,0.001,0.372,0.627
0.43,2.59,0.0,0.393,0.607
0.43,2.6,0.0,0.376,0.624
0.43,2.61,0.0,0.38,0.62
0.43,2.62,0.0,0.36,0.64
0.43,2.63,0.001,0.347,0.652
0.43,2.64,0.001,0.351,0.648
0.43,2.65,0.0,0.349,0.651
0.43,2.66,0.0,0.359,0.641
0.43,2.67,0.0,0.372,0.628
0.43,2.68,0.0,0.344,0.656
0.43,2.69,0.0,0.355,0.645
0.43,2.7,0.0,0.36,0.64
0.43,2.71,0.0,0.362,0.638
0.43,2.72,0.0,0.349,0.651
0.43,2.73,0.0,0.361,0.639
0.43,2.74,0.0,0.376,0.624
0.43,2.75,0.0,0.388,0.612
0.43,2.76,0.0,0.375,0.625
0.43,2.77,0.0,0.356,0.644
0.43,2.78,0.0,0.368,0.632
0.43,2.79,0.0,0.374,0.626
0.43,2.8,0.0,0.363,0.637
0.43,2.81,0.0,0.377,0.623
0.43,2.82,0.0,0.38,0.62
0.43,2.83,0.0,0.363,0.637
0.43,2.84,0.0,0.368,0.632
0.43,2.85,0.0,0.345,0.655
0.43,2.86,0.0,0.37,0.63
0.43,2.87,0.0,0.333,0.667
0.43,2.88,0.0,0.367,0.633
0.43,2.89,0.0,0.338,0.662
0.43,2.9,0.0,0.354,0.646
0.43,2.91,0.0,0.337,0.663
0.43,2.92,0.0,0.382,0.618
0.43,2.93,0.0,0.37,0.63
0.43,2.94,0.001,0.345,0.654
0.43,2.95,0.0,0.375,0.625
0.43,2.96,0.0,0.37,0.63
0.43,2.97,0.0,0.371,0.629
0.43,2.98,0.0,0.356,0.644
0.43,2.99,0.0,0.331,0.669
0.43,3.0,0.0,0.376,0.624
0.43,3.01,0.0,0.34,0.66
0.43,3.02,0.0,0.37,0.63
0.43,3.03,0.0,0.372,0.628
0.43,3.04,0.0,0.361,0.639
0.43,3.05,0.0,0.342,0.658
0.43,3.06,0.0,0.365,0.635
0.43,3.07,0.0,0.382,0.618
0.43,3.08,0.0,0.37,0.63
0.43,3.09,0.0,0.366,0.634
0.43,3.1,0.0,0.38,0.62
0.43,3.11,0.0,0.357,0.643
0.43,3.12,0.0,0.371,0.629
0.43,3.13,0.0,0.367,0.633
0.43,3.14,0.0,0.372,0.628
0.43,3.15,0.0,0.352,0.648
0.43,3.16,0.0,0.338,0.662
0.43,3.17,0.0,0.369,0.631
0.43,3.18,0.0,0.356,0.644
0.43,3.19,0.0,0.378,0.622
0.43,3.2,0.0,0.377,0.623
0.43,3.21,0.0,0.373,0.627
0.43,3.22,0.001,0.37,0.629
0.43,3.23,0.0,0.347,0.653
0.43,3.24,0.0,0.361,0.639
0.43,3.25,0.0,0.349,0.651
0.43,3.26,0.0,0.349,0.651
0.43,3.27,0.0,0.365,0.635
0.43,3.28,0.0,0.377,0.623
0.43,3.29,0.0,0.361,0.639
0.43,3.3,0.0,0.369,0.631
0.43,3.31,0.0,0.354,0.646
0.43,3.32,0.0,0.377,0.623
0.43,3.33,0.0,0.358,0.642
0.43,3.34,0.0,0.351,0.649
0.43,3.35,0.0,0.359,0.641
0.43,3.36,0.0,0.345,0.655
0.43,3.37,0.0,0.371,0.629
0.43,3.38,0.0,0.365,0.635
0.43,3.39,0.0,0.335,0.665
0.43,3.4,0.0,0.375,0.625
0.43,3.41,0.0,0.366,0.634
0.43,3.42,0.0,0.398,0.602
0.43,3.43,0.0,0.366,0.634
0.43,3.44,0.0,0.355,0.645
0.43,3.45,0.0,0.393,0.607
0.43,3.46,0.0,0.366,0.634
0.43,3.47,0.0,0.367,0.633
0.43,3.48,0.0,0.35,0.65
0.43,3.49,0.0,0.368,0.632
0.43,3.5,0.0,0.39,0.61
0.43,3.51,0.0,0.354,0.646
0.43,3.52,0.0,0.338,0.662
0.43,3.53,0.0,0.371,0.629
0.43,3.54,0.0,0.376,0.624
0.43,3.55,0.0,0.395,0.605
0.43,3.56,0.0,0.359,0.641
0.43,3.57,0.0,0.382,0.618
0.43,3.58,0.0,0.381,0.619
0.43,3.59,0.0,0.345,0.655
0.43,3.6,0.0,0.355,0.645
0.43,3.61,0.0,0.345,0.655
0.43,3.62,0.0,0.401,0.599
0.43,3.63,0.0,0.367,0.633
0.43,3.64,0.0,0.335,0.665
0.43,3.65,0.0,0.353,0.647
0.43,3.66,0.0,0.35,0.65
0.43,3.67,0.0,0.351,0.649
0.43,3.68,0.0,0.39,0.61
0.43,3.69,0.0,0.327,0.673
0.43,3.7,0.0,0.361,0.639
0.43,3.71,0.0,0.384,0.616
0.43,3.72,0.0,0.357,0.643
0.43,3.73,0.0,0.341,0.659
0.43,3.74,0.0,0.373,0.627
0.43,3.75,0.0,0.362,0.638
0.43,3.76,0.0,0.369,0.631
0.43,3.77,0.0,0.351,0.649
0.43,3.78,0.0,0.362,0.638
0.43,3.79,0.0,0.368,0.632
0.43,3.8,0.0,0.342,0.658
0.43,3.81,0.0,0.376,0.624
0.43,3.82,0.0,0.404,0.596
0.43,3.83,0.0,0.385,0.615
0.43,3.84,0.0,0.384,0.616
0.43,3.85,0.0,0.361,0.639
0.43,3.86,0.0,0.365,0.635
0.43,3.87,0.0,0.367,0.633
0.43,3.88,0.0,0.37,0.63
0.43,3.89,0.0,0.39,0.61
0.43,3.9,0.0,0.373,0.627
0.43,3.91,0.0,0.369,0.631
0.43,3.92,0.0,0.359,0.641
0.43,3.93,0.0,0.357,0.643
0.43,3.94,0.0,0.353,0.647
0.43,3.95,0.0,0.338,0.662
0.43,3.96,0.0,0.364,0.636
0.43,3.97,0.0,0.363,0.637
0.43,3.98,0.0,0.338,0.662
0.43,3.99,0.0,0.352,0.648
0.43,4.0,0.0,0.347,0.653
0.43,4.01,0.0,0.366,0.634
0.43,4.02,0.0,0.367,0.633
0.43,4.03,0.0,0.359,0.641
0.43,4.04,0.0,0.382,0.618
0.43,4.05,0.0,0.339,0.661
0.43,4.06,0.0,0.376,0.624
0.43,4.07,0.0,0.347,0.653
0.43,4.08,0.0,0.372,0.628
0.43,4.09,0.0,0.376,0.624
0.43,4.1,0.0,0.365,0.635
0.43,4.11,0.0,0.356,0.644
0.43,4.12,0.0,0.382,0.618
0.43,4.13,0.0,0.356,0.644
0.43,4.14,0.0,0.377,0.623
0.43,4.15,0.0,0.372,0.628
0.43,4.16,0.0,0.366,0.634
0.43,4.17,0.0,0.347,0.653
0.43,4.18,0.0,0.38,0.62
0.43,4.19,0.0,0.376,0.624
0.43,4.2,0.0,0.343,0.657
0.43,4.21,0.0,0.352,0.648
0.43,4.22,0.0,0.386,0.614
0.43,4.23,0.0,0.377,0.623
0.43,4.24,0.0,0.367,0.633
0.43,4.25,0.0,0.345,0.655
0.43,4.26,0.0,0.359,0.641
0.43,4.27,0.0,0.366,0.634
0.43,4.28,0.0,0.35,0.65
0.43,4.29,0.0,0.379,0.621
0.43,4.3,0.0,0.387,0.613
0.43,4.31,0.0,0.381,0.619
0.43,4.32,0.0,0.355,0.645
0.43,4.33,0.0,0.378,0.622
0.43,4.34,0.0,0.313,0.687
0.43,4.35,0.0,0.365,0.635
0.43,4.36,0.0,0.345,0.655
0.43,4.37,0.0,0.37,0.63
0.43,4.38,0.0,0.376,0.624
0.43,4.39,0.0,0.373,0.627
0.43,4.4,0.0,0.388,0.612
0.43,4.41,0.0,0.331,0.669
0.43,4.42,0.0,0.357,0.643
0.43,4.43,0.0,0.369,0.631
0.43,4.44,0.0,0.382,0.618
0.43,4.45,0.0,0.394,0.606
0.43,4.46,0.0,0.369,0.631
0.43,4.47,0.0,0.354,0.646
0.43,4.48,0.0,0.372,0.628
0.43,4.49,0.0,0.372,0.628
0.43,4.5,0.0,0.362,0.638
0.43,4.51,0.0,0.39,0.61
0.43,4.52,0.0,0.342,0.658
0.43,4.53,0.0,0.362,0.638
0.43,4.54,0.0,0.329,0.671
0.43,4.55,0.0,0.355,0.645
0.43,4.56,0.0,0.386,0.614
0.43,4.57,0.0,0.343,0.657
0.43,4.58,0.0,0.337,0.663
0.43,4.59,0.0,0.373,0.627
0.43,4.6,0.0,0.354,0.646
0.43,4.61,0.0,0.361,0.639
0.43,4.62,0.0,0.395,0.605
0.43,4.63,0.0,0.354,0.646
0.43,4.64,0.0,0.372,0.628
0.43,4.65,0.0,0.372,0.628
0.43,4.66,0.0,0.34,0.66
0.43,4.67,0.0,0.357,0.643
0.43,4.68,0.0,0.358,0.642
0.43,4.69,0.0,0.381,0.619
0.43,4.7,0.0,0.367,0.633
0.43,4.71,0.0,0.361,0.639
0.43,4.72,0.0,0.329,0.671
0.43,4.73,0.0,0.365,0.635
0.43,4.74,0.0,0.365,0.635
0.43,4.75,0.0,0.364,0.636
0.43,4.76,0.0,0.376,0.624
0.43,4.77,0.0,0.377,0.623
0.43,4.78,0.0,0.392,0.608
0.43,4.79,0.0,0.37,0.63
0.43,4.8,0.0,0.348,0.652
0.43,4.81,0.0,0.386,0.614
0.43,4.82,0.0,0.356,0.644
0.43,4.83,0.0,0.39,0.61
0.43,4.84,0.0,0.376,0.624
0.43,4.85,0.0,0.358,0.642
0.43,4.86,0.0,0.387,0.613
0.43,4.87,0.0,0.377,0.623
0.43,4.88,0.0,0.354,0.646
0.43,4.89,0.0,0.362,0.638
0.43,4.9,0.0,0.372,0.628
0.43,4.91,0.0,0.348,0.652
0.43,4.92,0.0,0.359,0.641
0.43,4.93,0.0,0.359,0.641
0.43,4.94,0.0,0.35,0.65
0.43,4.95,0.0,0.371,0.629
0.43,4.96,0.0,0.384,0.616
0.43,4.97,0.0,0.365,0.635
0.43,4.98,0.0,0.362,0.638
0.43,4.99,0.0,0.386,0.614
0.43,5.0,0.0,0.381,0.619
0.43,5.01,0.0,0.366,0.634
0.43,5.02,0.0,0.347,0.653
0.43,5.03,0.0,0.338,0.662
0.43,5.04,0.0,0.36,0.64
0.43,5.05,0.0,0.373,0.627
0.43,5.06,0.0,0.347,0.653
0.43,5.07,0.0,0.373,0.627
0.43,5.08,0.0,0.367,0.633
0.43,5.09,0.0,0.383,0.617
0.43,5.1,0.0,0.347,0.653
0.43,5.11,0.0,0.379,0.621
0.43,5.12,0.0,0.381,0.619
0.43,5.13,0.0,0.397,0.603
0.43,5.14,0.0,0.372,0.628
0.43,5.15,0.0,0.389,0.611
0.43,5.16,0.0,0.386,0.614
0.43,5.17,0.0,0.363,0.637
0.43,5.18,0.0,0.373,0.627
0.43,5.19,0.0,0.358,0.642
0.43,5.2,0.0,0.384,0.616
0.43,5.21,0.0,0.332,0.668
0.43,5.22,0.0,0.368,0.632
0.43,5.23,0.0,0.369,0.631
0.43,5.24,0.0,0.355,0.645
0.43,5.25,0.0,0.359,0.641
0.43,5.26,0.0,0.368,0.632
0.43,5.27,0.0,0.343,0.657
0.43,5.28,0.0,0.369,0.631
0.43,5.29,0.0,0.35,0.65
0.43,5.3,0.0,0.376,0.624
0.43,5.31,0.0,0.361,0.639
0.43,5.32,0.0,0.38,0.62
0.43,5.33,0.0,0.381,0.619
0.43,5.34,0.0,0.404,0.596
0.43,5.35,0.0,0.349,0.651
0.43,5.36,0.0,0.366,0.634
0.43,5.37,0.0,0.357,0.643
0.43,5.38,0.0,0.385,0.615
0.43,5.39,0.0,0.343,0.657
0.43,5.4,0.0,0.378,0.622
0.43,5.41,0.0,0.38,0.62
0.43,5.42,0.0,0.378,0.622
0.43,5.43,0.0,0.353,0.647
0.43,5.44,0.0,0.365,0.635
0.43,5.45,0.0,0.343,0.657
0.43,5.46,0.0,0.374,0.626
0.43,5.47,0.0,0.339,0.661
0.43,5.48,0.0,0.352,0.648
0.43,5.49,0.0,0.38,0.62
0.43,5.5,0.0,0.332,0.668
0.43,5.51,0.0,0.352,0.648
0.43,5.52,0.0,0.354,0.646
0.43,5.53,0.0,0.359,0.641
0.43,5.54,0.0,0.35,0.65
0.43,5.55,0.0,0.382,0.618
0.43,5.56,0.0,0.361,0.639
0.43,5.57,0.0,0.353,0.647
0.43,5.58,0.0,0.393,0.607
0.43,5.59,0.0,0.377,0.623
0.43,5.6,0.0,0.362,0.638
0.43,5.61,0.0,0.37,0.63
0.43,5.62,0.0,0.379,0.621
0.43,5.63,0.0,0.34,0.66
0.43,5.64,0.0,0.337,0.663
0.43,5.65,0.0,0.371,0.629
0.43,5.66,0.0,0.369,0.631
0.43,5.67,0.0,0.354,0.646
0.43,5.68,0.0,0.345,0.655
0.43,5.69,0.0,0.352,0.648
0.43,5.7,0.0,0.343,0.657
0.43,5.71,0.0,0.366,0.634
0.43,5.72,0.0,0.359,0.641
0.43,5.73,0.0,0.369,0.631
0.43,5.74,0.0,0.358,0.642
0.43,5.75,0.0,0.348,0.652
0.43,5.76,0.0,0.361,0.639
0.43,5.77,0.0,0.367,0.633
0.43,5.78,0.0,0.353,0.647
0.43,5.79,0.0,0.368,0.632
0.43,5.8,0.0,0.343,0.657
0.43,5.81,0.0,0.349,0.651
0.43,5.82,0.0,0.364,0.636
0.43,5.83,0.0,0.376,0.624
0.43,5.84,0.0,0.364,0.636
0.43,5.85,0.0,0.363,0.637
0.43,5.86,0.0,0.391,0.609
0.43,5.87,0.0,0.374,0.626
0.43,5.88,0.0,0.383,0.617
0.43,5.89,0.0,0.369,0.631
0.43,5.9,0.0,0.363,0.637
0.43,5.91,0.0,0.39,0.61
0.43,5.92,0.0,0.346,0.654
0.43,5.93,0.0,0.364,0.636
0.43,5.94,0.0,0.353,0.647
0.43,5.95,0.0,0.345,0.655
0.43,5.96,0.0,0.388,0.612
0.43,5.97,0.0,0.359,0.641
0.43,5.98,0.0,0.377,0.623
0.43,5.99,0.0,0.366,0.634
0.43,6.0,0.0,0.347,0.653
0.43,6.01,0.0,0.375,0.625
0.43,6.02,0.0,0.404,0.596
0.43,6.03,0.0,0.357,0.643
0.43,6.04,0.0,0.38,0.62
0.43,6.05,0.0,0.328,0.672
0.43,6.06,0.0,0.364,0.636
0.43,6.07,0.0,0.361,0.639
0.43,6.08,0.0,0.365,0.635
0.43,6.09,0.0,0.351,0.649
0.43,6.1,0.0,0.352,0.648
0.43,6.11,0.0,0.357,0.643
0.43,6.12,0.0,0.339,0.661
0.43,6.13,0.0,0.336,0.664
0.43,6.14,0.0,0.365,0.635
0.43,6.15,0.0,0.381,0.619
0.43,6.16,0.0,0.366,0.634
0.43,6.17,0.0,0.36,0.64
0.43,6.18,0.0,0.365,0.635
0.43,6.19,0.0,0.382,0.618
0.43,6.2,0.0,0.383,0.617
0.43,6.21,0.0,0.385,0.615
0.43,6.22,0.0,0.354,0.646
0.43,6.23,0.0,0.39,0.61
0.43,6.24,0.0,0.386,0.614
0.43,6.25,0.0,0.373,0.627
0.43,6.26,0.0,0.349,0.651
0.43,6.27,0.0,0.367,0.633
