A,H,Transmitted,Absorbed,Reflected
0.42,2.32,0.0,0.383,0.617
0.42,2.33,0.0,0.363,0.637
0.42,2.34,0.0,0.346,0.654
0.42,2.35,0.0,0.347,0.653
0.42,2.36,0.0,0.343,0.657
0.42,2.37,0.0,0.333,0.667
0.42,2.38,0.0,0.344,0.656
0.42,2.39,0.001,0.36,0.639
0.42,2.4,0.0,0.363,0.637
0.42,2.41,0.0,0.335,0.665
0.42,2.42,0.0,0.358,0.642
0.42,2.43,0.001,0.358,0.641
0.42,2.44,0.0,0.377,0.623
0.42,2.45,0.0,0.353,0.647
0.42,2.46,0.0,0.384,0.616
0.42,2.47,0.0,0.371,0.629
0.42,2.48,0.0,0.37,0.63
0.42,2.49,0.0,0.365,0.635
0.42,2.5,0.0,0.369,0.631
0.42,2.51,0.0,0.355,0.645
0.42,2.52,0.0,0.345,0.655
0.42,2.53,0.0,0.382,0.618
0.42,2.54,0.0,0.355,0.645
0.42,2.55,0.0,0.369,0.631
0.42,2.56,0.001,0.361,0.638
0.42,2.57,0.0,0.342,0.658
0.42,2.58,0.0,0.392,0.608
0.42,2.59,0.0,0.385,0.615
0.42,2.6,0.0,0.354,0.646
0.42,2.61,0.0,0.37,0.63
0.42,2.62,0.0,0.375,0.625
0.42,2.63,0.0,0.372,0.628
0.42,2.64,0.0,0.379,0.621
0.42,2.65,0.0,0.348,0.652
0.42,2.66,0.0,0.378,0.622
0.42,2.67,0.0,0.354,0.646
0.42,2.68,0.0,0.357,0.643
0.42,2.69,0.0,0.367,0.633
0.42,2.7,0.0,0.371,0.629
0.42,2.71,0.0,0.377,0.623
0.42,2.72,0.0,0.358,0.642
0.42,2.73,0.0,0.342,0.658
0.42,2.74,0.0,0.406,0.594
0.42,2.75,0.0,0.344,0.656
0.42,2.76,0.0,0.33,0.67
0.42,2.77,0.0,0.363,0.637
0.42,2.78,0.0,0.338,0.662
0.42,2.79,0.0,0.359,0.641
0.42,2.8,0.0,0.368,0.632
0.42,2.81,0.0,0.385,0.615
0.42,2.82,0.0,0.353,0.647
0.42,2.83,0.0,0.351,0.649
0.42,2.84,0.0,0.383,0.617
0.42,2.85,0.0,0.356,0.644
0.42,2.86,0.0,0.343,0.657
0.42,2.87,0.0,0.376,0.624
0.42,2.88,0.0,0.358,0.642
0.42,2.89,0.0,0.36,0.64
0.42,2.9,0.0,0.374,0.626
0.42,2.91,0.0,0.39,0.61
0.42,2.92,0.0,0.364,0.636
0.42,2.93,0.0,0.354,0.646
0.42,2.94,0.0,0.35,0.65
0.42,2.95,0.0,0.382,0.618
0.42,2.96,0.0,0.358,0.642
0.42,2.97,0.0,0.355,0.645
0.42,2.98,0.0,0.356,0.644
0.42,2.99,0.0,0.371,0.629
0.42,3.0,0.0,0.37,0.63
0.42,3.01,0.0,0.358,0.642
0.42,3.02,0.001,0.348,0.651
0.42,3.03,0.0,0.337,0.663
0.42,3.04,0.0,0.358,0.642
0.42,3.05,0.0,0.361,0.639
0.42,3.06,0.0,0.362,0.638
0.42,3.07,0.001,0.354,0.645
0.42,3.08,0.0,0.346,0.654
0.42,3.09,0.0,0.349,0.651
0.42,3.1,0.0,0.374,0.626
0.42,3.11,0.0,0.374,0.626
0.42,3.12,0.0,0.354,0.646
0.42,3.13,0.0,0.353,0.647
0.42,3.14,0.0,0.371,0.629
0.42,3.15,0.0,0.373,0.627
0.42,3.16,0.0,0.387,0.613
0.42,3.17,0.0,0.381,0.619
0.42,3.18,0.0,0.356,0.644
0.42,3.19,0.0,0.355,0.645
0.42,3.2,0.0,0.341,0.659
0.42,3.21,0.0,0.359,0.641
0.42,3.22,0.0,0.364,0.636
0.42,3.23,0.0,0.358,0.642
0.42,3.24,0.0,0.341,0.659
0.42,3.25,0.0,0.369,0.631
0.42,3.26,0.0,0.378,0.622
0.42,3.27,0.0,0.368,0.632
0.42,3.28,0.0,0.379,0.621
0.42,3.29,0.0,0.362,0.638
0.42,3.3,0.0,0.37,0.63
0.42,3.31,0.0,0.338,0.662
0.42,3.32,0.0,0.349,0.651
0.42,3.33,0.0,0.369,0.631
0.42,3.34,0.0,0.372,0.628
0.42,3.35,0.0,0.362,0.638
0.42,3.36,0.0,0.361,0.639
0.42,3.37,0.0,0.373,0.627
0.42,3.38,0.0,0.35,0.65
0.42,3.39,0.0,0.37,0.63
0.42,3.4,0.0,0.367,0.633
0.42,3.41,0.0,0.362,0.638
0.42,3.42,0.0,0.392,0.608
0.42,3.43,0.0,0.352,0.648
0.42,3.44,0.0,0.363,0.637
0.42,3.45,0.0,0.358,0.642
0.42,3.46,0.0,0.352,0.648
0.42,3.47,0.0,0.381,0.619
0.42,3.48,0.0,0.363,0.637
0.42,3.49,0.0,0.37,0.63
0.42,3.5,0.0,0.346,0.654
0.42,3.51,0.0,0.374,0.626
0.42,3.52,0.0,0.353,0.647
0.42,3.53,0.0,0.36,0.64
0.42,3.54,0.0,0.363,0.637
0.42,3.55,0.0,0.38,0.62
0.42,3.56,0.0,0.326,0.674
0.42,3.57,0.0,0.355,0.645
0.42,3.58,0.0,0.365,0.635
0.42,3.59,0.0,0.372,0.628
0.42,3.6,0.0,0.343,0.657
0.42,3.61,0.0,0.356,0.644
0.42,3.62,0.0,0.347,0.653
0.42,3.63,0.0,0.377,0.623
0.42,3.64,0.0,0.346,0.654
0.42,3.65,0.0,0.391,0.609
0.42,3.66,0.0,0.359,0.641
0.42,3.67,0.0,0.382,0.618
0.42,3.68,0.0,0.352,0.648
0.42,3.69,0.0,0.34,0.66
0.42,3.7,0.0,0.359,0.641
0.42,3.71,0.0,0.368,0.632
0.42,3.72,0.0,0.355,0.645
0.42,3.73,0.0,0.368,0.632
0.42,3.74,0.0,0.346,0.654
0.42,3.75,0.0,0.345,0.655
0.42,3.76,0.0,0.395,0.605
0.42,3.77,0.0,0.377,0.623
0.42,3.78,0.0,0.361,0.639
0.42,3.79,0.0,0.36,0.64
0.42,3.8,0.0,0.356,0.644
0.42,3.81,0.0,0.368,0.632
0.42,3.82,0.0,0.371,0.629
0.42,3.83,0.0,0.376,0.624
0.42,3.84,0.0,0.353,0.647
0.42,3.85,0.0,0.365,0.635
0.42,3.86,0.0,0.355,0.645
0.42,3.87,0.0,0.364,0.636
0.42,3.88,0.0,0.37,0.63
0.42,3.89,0.0,0.369,0.631
0.42,3.9,0.0,0.362,0.638
0.42,3.91,0.0,0.353,0.647
0.42,3.92,0.0,0.365,0.635
0.42,3.93,0.0,0.344,0.656
0.42,3.94,0.0,0.374,0.626
0.42,3.95,0.0,0.365,0.635
0.42,3.96,0.0,0.388,0.612
0.42,3.97,0.0,0.368,0.632
0.42,3.98,0.0,0.397,0.603
0.42,3.99,0.001,0.37,0.629
0.42,4.0,0.0,0.361,0.639
0.42,4.01,0.0,0.364,0.636
0.42,4.02,0.0,0.333,0.667
0.42,4.03,0.0,0.37,0.63
0.42,4.04,0.0,0.343,0.657
0.42,4.05,0.0,0.343,0.657
0.42,4.06,0.0,0.38,0.62
0.42,4.07,0.0,0.358,0.642
0.42,4.08,0.0,0.353,0.647
0.42,4.09,0.0,0.366,0.634
0.42,4.1,0.0,0.39,0.61
0.42,4.11,0.0,0.39,0.61
0.42,4.12,0.0,0.373,0.627
0.42,4.13,0.0,0.358,0.642
0.42,4.14,0.0,0.362,0.638
0.42,4.15,0.0,0.358,0.642
0.42,4.16,0.0,0.361,0.639
0.42,4.17,0.0,0.362,0.638
0.42,4.18,0.0,0.393,0.607
0.42,4.19,0.0,0.361,0.639
0.42,4.2,0.0,0.35,0.65
0.42,4.21,0.0,0.374,0.626
0.42,4.22,0.0,0.367,0.633
0.42,4.23,0.0,0.382,0.618
0.42,4.24,0.0,0.364,0.636
0.42,4.25,0.0,0.376,0.624
0.42,4.26,0.0,0.362,0.638
0.42,4.27,0.0,0.358,0.642
0.42,4.28,0.0,0.366,0.634
0.42,4.29,0.0,0.375,0.625
0.42,4.3,0.0,0.382,0.618
0.42,4.31,0.0,0.349,0.651
0.42,4.32,0.0,0.381,0.619
0.42,4.33,0.0,0.357,0.643
0.42,4.34,0.0,0.359,0.641
0.42,4.35,0.0,0.372,0.628
0.42,4.36,0.0,0.332,0.668
0.42,4.37,0.0,0.381,0.619
0.42,4.38,0.0,0.373,0.627
0.42,4.39,0.0,0.389,0.611
0.42,4.4,0.0,0.35,0.65
0.42,4.41,0.0,0.357,0.643
0.42,4.42,0.0,0.365,0.635
0.42,4.43,0.0,0.364,0.636
0.42,4.44,0.0,0.365,0.635
0.42,4.45,0.0,0.359,0.641
0.42,4.46,0.0,0.341,0.659
0.42,4.47,0.0,0.381,0.619
0.42,4.48,0.0,0.365,0.635
0.42,4.49,0.0,0.369,0.631
0.42,4.5,0.0,0.378,0.622
0.42,4.51,0.0,0.362,0.638
0.42,4.52,0.0,0.351,0.649
0.42,4.53,0.0,0.372,0.628
0.42,4.54,0.0,0.347,0.653
0.42,4.55,0.0,0.366,0.634
0.42,4.56,0.0,0.361,0.639
0.42,4.57,0.0,0.37,0.63
0.42,4.58,0.0,0.354,0.646
0.42,4.59,0.0,0.358,0.642
0.42,4.6,0.0,0.371,0.629
0.42,4.61,0.0,0.338,0.662
0.42,4.62,0.0,0.353,0.647
0.42,4.63,0.0,0.37,0.63
0.42,4.64,0.0,0.355,0.645
0.42,4.65,0.0,0.376,0.624
0.42,4.66,0.0,0.362,0.638
0.42,4.67,0.0,0.386,0.614
0.42,4.68,0.0,0.349,0.651
0.42,4.69,0.0,0.378,0.622
0.42,4.7,0.0,0.359,0.641
0.42,4.71,0.0,0.36,0.64
0.42,4.72,0.0,0.359,0.641
0.42,4.73,0.0,0.359,0.641
0.42,4.74,0.0,0.369,0.631
0.42,4.75,0.0,0.349,0.651
0.42,4.76,0.0,0.36,0.64
0.42,4.77,0.0,0.386,0.614
0.42,4.78,0.0,0.359,0.641
0.42,4.79,0.0,0.352,0.648
0.42,4.8,0.0,0.376,0.624
0.42,4.81,0.0,0.364,0.636
0.42,4.82,0.0,0.367,0.633
0.42,4.83,0.0,0.359,0.641
0.42,4.84,0.0,0.389,0.611
0.42,4.85,0.0,0.356,0.644
0.42,4.86,0.0,0.349,0.651
0.42,4.87,0.0,0.357,0.643
0.42,4.88,0.0,0.397,0.603
0.42,4.89,0.0,0.392,0.608
0.42,4.9,0.0,0.356,0.644
0.42,4.91,0.0,0.374,0.626
0.42,4.92,0.0,0.366,0.634
0.42,4.93,0.0,0.366,0.634
0.42,4.94,0.0,0.356,0.644
0.42,4.95,0.0,0.382,0.618
0.42,4.96,0.0,0.358,0.642
0.42,4.97,0.0,0.35,0.65
0.42,4.98,0.0,0.353,0.647
0.42,4.99,0.0,0.339,0.661
0.42,5.0,0.0,0.357,0.643
0.42,5.01,0.0,0.357,0.643
0.42,5.02,0.0,0.369,0.631
0.42,5.03,0.0,0.365,0.635
0.42,5.04,0.0,0.395,0.605
0.42,5.05,0.0,0.373,0.627
0.42,5.06,0.0,0.355,0.645
0.42,5.07,0.0,0.366,0.634
0.42,5.08,0.0,0.349,0.651
0.42,5.09,0.0,0.352,0.648
0.42,5.1,0.0,0.338,0.662
0.42,5.11,0.0,0.335,0.665
0.42,5.12,0.0,0.365,0.635
0.42,5.13,0.0,0.339,0.661
0.42,5.14,0.0,0.307,0.693
0.42,5.15,0.0,0.373,0.627
0.42,5.16,0.0,0.351,0.649
0.42,5.17,0.0,0.372,0.628
0.42,5.18,0.0,0.374,0.626
0.42,5.19,0.0,0.364,0.636
0.42,5.2,0.0,0.352,0.648
0.42,5.21,0.0,0.362,0.638
0.42,5.22,0.0,0.354,0.646
0.42,5.23,0.0,0.369,0.631
0.42,5.24,0.0,0.358,0.642
0.42,5.25,0.0,0.37,0.63
0.42,5.26,0.0,0.376,0.624
0.42,5.27,0.0,0.363,0.637
0.42,5.28,0.0,0.352,0.648
0.42,5.29,0.0,0.356,0.644
0.42,5.3,0.0,0.38,0.62
0.42,5.31,0.0,0.351,0.649
0.42,5.32,0.0,0.369,0.631
0.42,5.33,0.0,0.342,0.658
0.42,5.34,0.0,0.353,0.647
0.42,5.35,0.0,0.347,0.653
0.42,5.36,0.0,0.409,0.591
0.42,5.37,0.0,0.361,0.639
0.42,5.38,0.0,0.355,0.645
0.42,5.39,0.0,0.328,0.672
0.42,5.4,0.0,0.372,0.628
0.42,5.41,0.0,0.364,0.636
0.42,5.42,0.0,0.38,0.62
0.42,5.43,0.0,0.363,0.637
0.42,5.44,0.0,0.353,0.647
0.42,5.45,0.0,0.357,0.643
0.42,5.46,0.0,0.337,0.663
0.42,5.47,0.0,0.348,0.652
0.42,5.48,0.0,0.38,0.62
0.42,5.49,0.0,0.373,0.627
0.42,5.5,0.0,0.375,0.625
0.42,5.51,0.0,0.359,0.641
0.42,5.52,0.0,0.372,0.628
0.42,5.53,0.0,0.379,0.621
0.42,5.54,0.0,0.336,0.664
0.42,5.55,0.0,0.364,0.636
0.42,5.56,0.0,0.379,0.621
0.42,5.57,0.0,0.367,0.633
0.42,5.58,0.0,0.366,0.634
0.42,5.59,0.0,0.377,0.623
0.42,5.6,0.0,0.37,0.63
0.42,5.61,0.0,0.352,0.648
0.42,5.62,0.0,0.365,0.635
0.42,5.63,0.0,0.358,0.642
0.42,5.64,0.0,0.373,0.627
0.42,5.65,0.0,0.37,0.63
0.42,5.66,0.0,0.327,0.673
0.42,5.67,0.0,0.367,0.633
0.42,5.68,0.0,0.373,0.627
0.42,5.69,0.0,0.366,0.634
0.42,5.7,0.0,0.355,0.645
0.42,5.71,0.0,0.342,0.658
0.42,5.72,0.0,0.36,0.64
0.42,5.73,0.0,0.349,0.651
0.42,5.74,0.0,0.371,0.629
0.42,5.75,0.0,0.372,0.628
0.42,5.76,0.0,0.359,0.641
0.42,5.77,0.0,0.376,0.624
0.42,5.78,0.0,0.364,0.636
0.42,5.79,0.0,0.368,0.632
0.42,5.8,0.0,0.367,0.633
0.42,5.81,0.0,0.372,0.628
0.42,5.82,0.0,0.371,0.629
0.42,5.83,0.0,0.336,0.664
0.42,5.84,0.0,0.357,0.643
0.42,5.85,0.0,0.349,0.651
0.42,5.86,0.0,0.348,0.652
0.42,5.87,0.0,0.348,0.652
0.42,5.88,0.0,0.355,0.645
0.42,5.89,0.0,0.353,0.647
0.42,5.9,0.0,0.364,0.636
0.42,5.91,0.0,0.376,0.624
0.42,5.92,0.0,0.382,0.618
0.42,5.93,0.0,0.378,0.622
0.42,5.94,0.0,0.362,0.638
0.42,5.95,0.0,0.353,0.647
0.42,5.96,0.0,0.38,0.62
0.42,5.97,0.0,0.329,0.671
0.42,5.98,0.0,0.372,0.628
0.42,5.99,0.0,0.346,0.654
0.42,6.0,0.0,0.348,0.652
0.42,6.01,0.0,0.344,0.656
0.42,6.02,0.0,0.383,0.617
0.42,6.03,0.0,0.354,0.646
0.42,6.04,0.0,0.343,0.657
0.42,6.05,0.0,0.365,0.635
0.42,6.06,0.0,0.385,0.615
0.42,6.07,0.0,0.378,0.622
0.42,6.08,0.0,0.364,0.636
0.42,6.09,0.0,0.353,0.647
0.42,6.1,0.0,0.375,0.625
0.42,6.11,0.0,0.387,0.613
0.42,6.12,0.0,0.37,0.63
0.42,6.13,0.0,0.355,0.645
0.42,6.14,0.0,0.368,0.632
0.42,6.15,0.0,0.372,0.628
0.42,6.16,0.0,0.343,0.657
0.42,6.17,0.0,0.362,0.638
0.42,6.18,0.0,0.372,0.628
0.42,6.19,0.0,0.366,0.634
0.42,6.2,0.0,0.349,0.651
0.42,6.21,0.0,0.357,0.643
0.42,6.22,0.0,0.362,0.638
0.42,6.23,0.0,0.405,0.595
0.42,6.24,0.0,0.372,0.628
0.42,6.25,0.0,0.342,0.658
0.42,6.26,0.0,0.36,0.64
0.42,6.27,0.0,0.359,0.641
0.42,6.28,0.0,0.335,0.665
0.42,6.29,0.0,0.347,0.653
0.42,6.3,0.0,0.367,0.633
0.42,6.31,0.0,0.375,0.625
0.42,6.32,0.0,0.378,0.622
0.42,6.33,0.0,0.37,0.63
0.42,6.34,0.0,0.351,0.649
0.42,6.35,0.0,0.366,0.634
0.42,6.36,0.0,0.344,0.656
0.42,6.37,0.0,0.397,0.603
0.42,6.38,0.0,0.36,0.64
0.42,6.39,0.0,0.354,0.646
0.42,6.4,0.0,0.387,0.613
0.42,6.41,0.0,0.391,0.609
0.42,6.42,0.0,0.37,0.63
0.42,6.43,0.0,0.366,0.634
0.42,6.44,0.0,0.34,0.66
0.42,6.45,0.0,0.362,0.638
0.42,6.46,0.0,0.372,0.628
0.42,6.47,0.0,0.367,0.633
0.42,6.48,0.0,0.355,0.645
0.42,6.49,0.0,0.349,0.651
0.42,6.5,0.0,0.386,0.614
0.42,6.51,0.0,0.35,0.65
0.42,6.52,0.0,0.353,0.647
0.42,6.53,0.0,0.37,0.63
0.42,6.54,0.0,0.353,0.647
0.42,6.55,0.0,0.354,0.646
0.42,6.56,0.0,0.348,0.652
0.42,6.57,0.0,0.341,0.659
0.42,6.58,0.0,0.366,0.634
0.42,6.59,0.0,0.364,0.636
0.42,6.6,0.0,0.372,0.628
0.42,6.61,0.0,0.36,0.64
0.42,6.62,0.0,0.381,0.619
0.42,6.63,0.0,0.354,0.646
0.42,6.64,0.0,0.345,0.655
0.42,6.65,0.0,0.356,0.644
0.42,6.66,0.0,0.38,0.62
0.42,6.67,0.0,0.355,0.645
0.42,6.68,0.0,0.342,0.658
0.42,6.69,0.0,0.364,0.636
0.42,6.7,0.0,0.374,0.626
0.42,6.71,0.0,0.367,0.633
0.42,6.72,0.0,0.347,0.653
0.42,6.73,0.0,0.33,0.67
0.42,6.74,0.0,0.374,0.626
0.42,6.75,0.0,0.365,0.635
0.42,6.76,0.0,0.353,0.647
0.42,6.77,0.0,0.393,0.607
0.42,6.78,0.0,0.368,0.632
0.42,6.79,0.0,0.339,0.661
0.42,6.8,0.0,0.353,0.647
0.42,6.81,0.0,0.372,0.628
0.42,6.82,0.0,0.347,0.653
0.42,6.83,0.0,0.382,0.618
0.42,6.84,0.0,0.353,0.647
0.42,6.85,0.0,0.362,0.638
0.42,6.86,0.0,0.353,0.647
0.42,6.87,0.0,0.357,0.643
0.42,6.88,0.0,0.357,0.643
0.42,6.89,0.0,0.362,0.638
0.42,6.9,0.0,0.338,0.662
0.42,6.91,0.0,0.348,0.652
0.42,6.92,0.0,0.369,0.631
0.42,6.93,0.0,0.338,0.662
0.42,6.94,0.0,0.343,0.657
0.42,6.95,0.0,0.388,0.612
0.42,6.96,0.0,0.359,0.641
0.42,6.97,0.0,0.347,0.653
0.42,6.98,0.0,0.381,0.619
0.42,6.99,0.0,0.4,0.6
0.42,7.0,0.0,0.389,0.611
0.42,7.01,0.0,0.376,0.624
0.42,7.02,0.0,0.342,0.658
0.42,7.03,0.0,0.375,0.625
0.42,7.04,0.0,0.353,0.647
0.42,7.05,0.0,0.331,0.669
0.42,7.06,0.0,0.371,0.629
0.42,7.07,0.0,0.374,0.626
0.42,7.08,0.0,0.345,0.655
0.42,7.09,0.0,0.386,0.614
0.42,7.1,0.0,0.356,0.644
0.42,7.11,0.0,0.35,0.65
0.42,7.12,0.0,0.365,0.635
0.42,7.13,0.0,0.356,0.644
0.42,7.14,0.0,0.345,0.655
0.42,7.15,0.0,0.336,0.664
0.42,7.16,0.0,0.378,0.622
0.42,7.17,0.0,0.356,0.644
0.42,7.18,0.0,0.352,0.648
0.42,7.19,0.0,0.344,0.656
0.42,7.2,0.0,0.34,0.66
0.42,7.21,0.0,0.373,0.627
0.42,7.22,0.0,0.335,0.665
0.42,7.23,0.0,0.351,0.649
0.42,7.24,0.0,0.376,0.624
0.42,7.25,0.0,0.373,0.627
0.42,7.26,0.0,0.393,0.607
0.42,7.27,0.0,0.374,0.626
0.42,7.28,0.0,0.367,0.633
0.42,7.29,0.0,0.382,0.618
0.42,7.3,0.0,0.381,0.619
0.42,7.31,0.0,0.326,0.674
0.42,7.32,0.0,0.339,0.661
0.42,7.33,0.0,0.353,0.647
0.42,7.34,0.0,0.362,0.638
0.42,7.35,0.0,0.394,0.606
0.42,7.36,0.0,0.364,0.636
0.42,7.37,0.0,0.36,0.64
0.42,7.38,0.0,0.355,0.645
0.42,7.39,0.0,0.382,0.618
0.42,7.4,0.0,0.345,0.655
0.42,7.41,0.0,0.345,0.655
0.42,7.42,0.0,0.352,0.648
0.42,7.43,0.0,0.35,0.65
0.42,7.44,0.0,0.367,0.633
0.42,7.45,0.0,0.369,0.631
0.42,7.46,0.0,0.361,0.639
0.42,7.47,0.0,0.375,0.625
0.42,7.48,0.0,0.386,0.614
0.42,7.49,0.0,0.389,0.611
0.42,7.5,0.0,0.374,0.626
0.42,7.51,0.0,0.348,0.652
0.42,7.52,0.0,0.373,0.627
0.42,7.53,0.0,0.371,0.629
0.42,7.54,0.0,0.344,0.656
0.42,7.55,0.0,0.375,0.625
0.42,7.56,0.0,0.37,0.63
0.42,7.57,0.0,0.373,0.627
0.42,7.58,0.0,0.352,0.648
0.42,7.59,0.0,0.346,0.654
0.42,7.6,0.0,0.346,0.654
0.42,7.61,0.0,0.373,0.627
0.42,7.62,0.0,0.34,0.66
0.42,7.63,0.0,0.373,0.627
0.42,7.64,0.0,0.363,0.637
0.42,7.65,0.0,0.375,0.625
0.42,7.66,0.0,0.346,0.654
0.42,7.67,0.0,0.358,0.642
0.42,7.68,0.0,0.348,0.652
0.42,7.69,0.0,0.36,0.64
0.42,7.7,0.0,0.352,0.648
0.42,7.71,0.0,0.374,0.626
0.42,7.72,0.0,0.342,0.658
0.42,7.73,0.0,0.346,0.654
0.42,7.74,0.0,0.383,0.617
0.42,7.75,0.0,0.383,0.617
0.42,7.76,0.0,0.351,0.649
0.42,7.77,0.0,0.377,0.623
0.42,7.78,0.0,0.362,0.638
0.42,7.79,0.0,0.373,0.627
0.42,7.8,0.0,0.354,0.646
0.42,7.81,0.0,0.365,0.635
0.42,7.82,0.0,0.34,0.66
0.42,7.83,0.0,0.369,0.631
0.42,7.84,0.0,0.354,0.646
0.42,7.85,0.0,0.339,0.661
0.42,7.86,0.0,0.354,0.646
0.42,7.87,0.0,0.346,0.654
0.42,7.88,0.0,0.329,0.671
0.42,7.89,0.0,0.369,0.631
0.42,7.9,0.0,0.357,0.643
0.42,7.91,0.0,0.372,0.628
0.42,7.92,0.0,0.358,0.642
0.42,7.93,0.0,0.391,0.609
0.42,7.94,0.0,0.365,0.635
0.42,7.95,0.0,0.382,0.618
0.42,7.96,0.0,0.349,0.651
0.42,7.97,0.0,0.36,0.64
0.42,7.98,0.0,0.362,0.638
0.42,7.99,0.0,0.365,0.635
0.42,8.0,0.0,0.337,0.663
0.42,8.01,0.0,0.371,0.629
0.42,8.02,0.0,0.335,0.665
0.42,8.03,0.0,0.352,0.648
0.42,8.04,0.0,0.369,0.631
0.42,8.05,0.0,0.384,0.616
0.42,8.06,0.0,0.316,0.684
0.42,8.07,0.0,0.359,0.641
0.42,8.08,0.0,0.374,0.626
0.42,8.09,0.0,0.363,0.637
0.42,8.1,0.0,0.343,0.657
0.42,8.11,0.0,0.38,0.62
0.42,8.12,0.0,0.393,0.607
0.42,8.13,0.0,0.36,0.64
0.42,8.14,0.0,0.347,0.653
0.42,8.15,0.0,0.366,0.634
0.42,8.16,0.0,0.371,0.629
0.42,8.17,0.0,0.39,0.61
0.42,8.18,0.0,0.349,0.651
0.42,8.19,0.0,0.365,0.635
0.42,8.2,0.0,0.383,0.617
0.42,8.21,0.0,0.365,0.635
0.42,8.22,0.0,0.373,0.627
0.42,8.23,0.0,0.346,0.654
0.42,8.24,0.0,0.366,0.634
0.42,8.25,0.0,0.373,0.627
0.42,8.26,0.0,0.345,0.655
0.42,8.27,0.0,0.375,0.625
0.42,8.28,0.0,0.354,0.646
0.42,8.29,0.0,0.34,0.66
0.42,8.3,0.0,0.345,0.655
0.42,8.31,0.0,0.363,0.637
0.42,8.32,0.0,0.349,0.651
0.42,8.33,0.0,0.356,0.644
0.42,8.34,0.0,0.329,0.671
0.42,8.35,0.0,0.352,0.648
0.42,8.36,0.0,0.363,0.637
0.42,8.37,0.0,0.359,0.641
0.42,8.38,0.0,0.338,0.662
0.42,8.39,0.0,0.373,0.627
0.42,8.4,0.0,0.343,0.657
0.42,8.41,0.0,0.368,0.632
0.42,8.42,0.0,0.359,0.641
0.42,8.43,0.0,0.374,0.626
0.42,8.44,0.0,0.373,0.627
0.42,8.45,0.0,0.377,0.623
0.42,8.46,0.0,0.368,0.632
0.42,8.47,0.0,0.381,0.619
0.42,8.48,0.0,0.37,0.63
0.42,8.49,0.0,0.342,0.658
0.42,8.5,0.0,0.35,0.65
0.42,8.51,0.0,0.391,0.609
0.42,8.52,0.0,0.365,0.635
0.42,8.53,0.0,0.354,0.646
0.42,8.54,0.0,0.386,0.614
0.42,8.55,0.0,0.357,0.643
0.42,8.56,0.0,0.378,0.622
0.42,8.57,0.0,0.378,0.622
0.42,8.58,0.0,0.362,0.638
0.42,8.59,0.0,0.357,0.643
0.42,8.6,0.0,0.362,0.638
0.42,8.61,0.0,0.346,0.654
0.42,8.62,0.0,0.386,0.614
0.42,8.63,0.0,0.35,0.65
0.42,8.64,0.0,0.341,0.659
0.42,8.65,0.0,0.357,0.643
0.42,8.66,0.0,0.369,0.631
0.42,8.67,0.0,0.335,0.665
0.42,8.68,0.0,0.365,0.635
0.42,8.69,0.0,0.379,0.621
0.42,8.7,0.0,0.356,0.644
0.42,8.71,0.0,0.352,0.648
0.42,8.72,0.0,0.372,0.628
0.42,8.73,0.0,0.357,0.643
0.42,8.74,0.0,0.359,0.641
0.42,8.75,0.0,0.369,0.631
0.42,8.76,0.0,0.31,0.69
0.42,8.77,0.0,0.37,0.63
0.42,8.78,0.0,0.355,0.645
0.42,8.79,0.0,0.374,0.626
0.42,8.8,0.0,0.369,0.631
0.42,8.81,0.0,0.35,0.65
0.42,8.82,0.0,0.345,0.655
0.42,8.83,0.0,0.37,0.63
0.42,8.84,0.0,0.367,0.633
0.42,8.85,0.0,0.337,0.663
0.42,8.86,0.0,0.371,0.629
0.42,8.87,0.0,0.351,0.649
0.42,8.88,0.0,0.365,0.635
0.42,8.89,0.0,0.384,0.616
0.42,8.9,0.0,0.364,0.636
0.42,8.91,0.0,0.363,0.637
0.42,8.92,0.0,0.373,0.627
0.42,8.93,0.0,0.355,0.645
0.42,8.94,0.0,0.36,0.64
0.42,8.95,0.0,0.355,0.645
0.42,8.96,0.0,0.382,0.618
0.42,8.97,0.0,0.345,0.655
0.42,8.98,0.0,0.376,0.624
0.42,8.99,0.0,0.359,0.641
0.42,9.0,0.0,0.377,0.623
0.42,9.01,0.0,0.368,0.632
0.42,9.02,0.0,0.378,0.622
0.42,9.03,0.0,0.365,0.635
0.42,9.04,0.0,0.389,0.611
0.42,9.05,0.0,0.378,0.622
0.42,9.06,0.0,0.361,0.639
0.42,9.07,0.0,0.367,0.633
0.42,9.08,0.0,0.376,0.624
0.42,9.09,0.0,0.396,0.604
0.42,9.1,0.0,0.351,0.649
0.42,9.11,0.0,0.349,0.651
0.42,9.12,0.0,0.37,0.63
0.42,9.13,0.0,0.363,0.637
0.42,9.14,0.0,0.363,0.637
0.42,9.15,0.0,0.365,0.635
0.42,9.16,0.0,0.353,0.647
0.42,9.17,0.0,0.352,0.648
0.42,9.18,0.0,0.349,0.651
0.42,9.19,0.0,0.364,0.636
0.42,9.2,0.0,0.351,0.649
0.42,9.21,0.0,0.385,0.615
0.42,9.22,0.0,0.382,0.618
0.42,9.23,0.0,0.361,0.639
0.42,9.24,0.0,0.364,0.636
0.42,9.25,0.0,0.364,0.636
0.42,9.26,0.0,0.36,0.64
0.42,9.27,0.0,0.357,0.643
0.42,9.28,0.0,0.352,0.648
0.42,9.29,0.0,0.347,0.653
